332,97
326,82
330,76
332,71
329,66
329,60
329,51
332,53
334,53
336,59
340,58
343,58
348,56
353,54
360,54
364,55
373,54
379,54
385,56
393,59
399,59
403,64
407,67
414,70
417,80
423,79
428,85
439,94
445,98
449,101
455,107
462,115
464,118
473,124
476,128
480,133
487,141
492,148
495,150
498,155
505,161
512,166
518,174
520,181
527,186
530,192
532,197
533,197
540,205
538,205
537,211
540,217
540,224
536,229
535,237
534,244
530,251
529,256
526,262
523,269
520,276
515,283
513,287
510,293
506,297
496,304
491,307
489,307
486,307
477,308
472,309
469,308
459,308
458,305
449,302
437,299
430,296
422,292
416,290
410,287
402,284
394,281
392,278
384,278
376,274
367,271
358,270
354,267
346,270
341,266
332,264
336,264
323,262
312,261
303,267
297,273
287,270
281,272
273,275
266,278
258,281
253,281
245,284
237,288
232,290
227,290
224,289
216,289
210,290
205,291
201,292
191,292
186,293
177,294
170,296
165,296
156,297
151,297
145,296
134,300
124,304
120,307
91,323
92,323
101,319
95,321
94,315
96,315
94,314
94,313
94,314
95,315
94,315
94,315
94,313
95,314
92,315
95,315
95,314
93,315
92,313
93,314
91,315
95,314
97,313
97,315
95,315
96,315
97,314
94,315
100,319
94,315
86,320
93,316
94,316
93,318
93,317
94,319
88,322
91,321
101,321
84,323
95,318
91,322
102,320
95,317
88,306
92,312
91,303
91,295
91,290
96,280
96,276
97,266
102,258
104,249
108,243
109,239
110,236
113,227
115,222
117,217
121,210
124,202
129,197
134,191
140,183
143,177
149,170
153,163
156,158
161,152
166,146
170,139
173,132
179,126
182,119
187,110
191,106
195,98
198,93
202,91
204,87
207,77
212,71
214,66
215,61
216,57
219,57
223,58
227,57
233,52
237,53
243,52
247,50
254,49
258,50
264,50
275,52
282,54
288,56
294,60
302,63
308,66
315,69
319,75
328,77
335,84
339,86
351,89
359,99
370,102
376,107
376,110
385,113
393,114
403,117
402,119
411,121
417,123
423,125
436,126
446,126
448,126
459,125
467,125
472,125
479,125
482,128
487,129
492,125
499,126
507,124
513,125
518,126
527,127
527,129
530,130
539,131
535,129
540,131
540,134
547,142
548,146
547,152
548,160
543,172
543,177
545,179
542,188
541,195
540,201
541,206
542,216
542,223
542,228
542,239
542,243
546,247
547,263
551,275
551,272
551,282
552,286
549,294
551,298
549,301
543,299
548,297
542,301
539,303
537,307
536,302
541,305
535,302
532,300
537,304
537,303
538,304
549,312
545,311
544,310
549,313
542,310
542,310
540,306
542,309
541,310
546,309
547,311
540,311
540,311
548,312
549,309
543,305
550,308
537,300
535,296
538,302
540,300
544,303
542,304
543,303
545,306
548,306
543,305
544,304
546,305
546,306
545,306
545,307
542,304
539,302
538,303
538,303
542,301
541,303
551,312
550,312
535,303
537,306
537,302
535,302
534,301
540,301
540,304
536,306
538,306
541,308
538,306
553,312
548,310
541,306
540,304
540,304
547,306
547,304
546,305
546,306
543,301
548,295
544,298
547,295
541,300
544,299
541,300
539,299
541,305
547,306
548,307
542,309
544,308
543,307
545,306
544,306
544,304
545,305
544,304
544,303
549,307
549,305
550,304
551,303
554,304
555,304
554,307
556,309
548,314
545,316
541,318
534,315
530,312
528,309
526,307
520,303
515,299
511,292
507,288
504,284
499,281
495,275
492,271
489,263
482,247
478,241
477,236
476,232
473,223
470,216
466,206
464,203
464,200
460,192
458,185
456,182
452,174
447,165
445,160
443,155
439,149
433,142
432,136
427,130
419,123
419,120
418,116
410,107
403,107
400,104
395,103
392,96
388,93
380,88
375,86
371,82
365,78
359,73
356,71
349,67
345,63
342,60
335,56
333,52
329,50
322,46
313,46
307,42
301,41
303,36
289,40
286,40
281,40
267,44
262,44
255,45
250,48
244,52
238,55
233,58
228,62
222,67
215,73
210,78
204,83
200,88
196,93
191,98
184,104
179,110
175,116
167,122
162,129
156,136
155,141
150,148
147,152
144,158
140,167
139,172
137,180
133,189
132,194
132,202
132,213
131,216
132,228
133,235
134,244
136,253
136,261
135,268
137,274
141,277
145,283
149,288
155,294
160,301
164,306
168,310
168,308
172,309
174,309
178,309
183,309
189,309
199,308
202,307
210,306
219,305
227,302
232,300
242,297
246,296
252,293
260,291
265,288
273,285
279,281
287,277
292,274
300,270
305,268
314,263
320,257
329,254
338,255
345,255
348,253
357,251
368,250
375,250
380,249
385,249
395,249
400,246
411,246
419,244
424,245
429,244
439,244
447,243
460,245
465,245
470,246
472,247
479,245
492,245
503,244
508,244
517,244
518,245
519,246
536,243
541,245
537,245
537,243
540,246
532,247
532,249
528,254
531,261
527,269
528,272
525,278
524,286
523,289
521,294
517,303
516,306
517,304
518,303
520,301
522,303
526,304
527,305
530,308
533,310
534,311
538,309
542,311
538,316
538,315
538,316
550,314
552,312
542,309
548,308
538,304
542,305
544,303
548,306
548,303
552,303
553,305
556,301
561,306
558,306
560,301
556,302
551,303
540,306
539,305
532,305
527,306
520,305
516,305
509,301
499,298
492,295
488,289
475,288
471,287
461,287
460,283
451,283
445,283
432,287
425,288
420,288
417,290
410,290
404,294
399,294
392,297
389,295
382,296
375,296
365,294
362,293
357,291
344,288
340,287
338,289
333,283
321,277
320,276
317,274
313,269
304,265
298,261
296,257
288,254
283,249
279,245
271,240
268,235
261,231
256,226
254,221
249,215
245,209
239,205
237,199
230,192
224,188
219,180
217,177
213,172
209,165
208,162
204,156
203,152
200,145
195,138
193,134
186,126
183,121
184,118
177,110
173,103
171,98
165,93
162,86
158,82
154,74
151,70
151,64
147,58
143,53
147,54
147,53
150,54
151,54
152,53
156,49
160,46
165,45
168,45
178,42
186,43
193,44
199,47
205,49
210,48
220,54
226,58
230,62
236,67
241,73
246,80
251,86
257,93
261,100
265,107
270,116
273,122
276,129
279,136
282,143
284,149
286,154
288,161
289,167
289,173
290,180
293,198
298,207
299,210
300,211
303,222
306,228
306,235
308,243
309,250
312,254
313,261
317,269
320,274
323,282
327,288
332,296
336,301
343,307
349,312
354,315
355,313
364,310
367,304
368,303
375,303
378,300
382,292
388,289
392,283
397,279
401,272
408,263
414,256
417,251
426,244
426,238
430,230
434,224
437,218
444,213
448,213
455,204
460,199
461,194
467,188
469,180
468,174
474,168
477,161
479,157
479,148
486,144
481,132
483,128
481,122
478,114
471,106
467,100
465,97
461,95
460,85
453,74
451,70
448,67
444,63
439,59
436,50
434,46
432,51
431,51
428,53
426,53
423,52
418,50
413,47
410,47
410,48
405,46
406,50
404,50
391,47
383,52
381,56
376,59
372,64
365,72
363,76
361,84
355,95
351,98
348,111
342,117
341,126
339,133
340,132
341,126
334,127
326,123
326,123
319,120
312,114
307,109
309,111
304,106
300,100
295,95
293,91
288,84
285,79
280,69
277,66
271,59
269,54
266,51
263,50
261,50
257,48
260,51
258,50
244,51
245,51
236,52
228,53
222,53
219,55
214,57
211,62
202,64
196,67
190,72
182,75
176,77
171,80
163,82
158,86
154,89
151,91
144,96
135,99
131,102
125,105
119,110
112,115
103,121
96,122
98,120
104,124
99,132
104,130
106,134
104,141
105,145
104,150
106,159
105,166
110,174
112,186
113,192
114,197
116,204
118,214
120,220
122,228
124,234
128,243
132,250
136,256
140,261
145,270
147,272
154,281
156,286
163,293
167,298
170,302
176,306
190,313
190,315
196,318
198,321
207,322
214,324
218,325
229,323
227,322
240,319
244,313
250,312
259,311
262,309
273,306
279,305
290,303
291,302
305,299
307,298
315,295
325,294
336,292
341,291
352,289
362,289
367,287
377,286
385,286
393,290
396,284
408,283
414,281
428,278
435,279
438,278
452,274
461,274
467,273
479,273
484,271
494,273
499,274
502,269
513,270
524,268
528,268
540,267
546,268
542,268
547,268
538,272
541,270
537,271
536,267
543,265
544,250
547,246
549,242
551,233
553,236
553,225
555,217
554,208
555,194
552,191
554,185
552,181
553,171
547,168
548,159
543,155
539,149
542,144
535,140
534,134
533,130
531,123
532,117
532,110
533,103
538,91
534,88
537,76
536,72
538,65
539,57
542,45
540,52
544,50
537,56
542,51
537,43
540,48
538,45
532,44
531,45
527,53
523,52
514,51
508,54
501,56
496,59
491,62
482,66
478,69
470,74
465,74
461,80
447,90
443,95
439,97
435,101
430,105
424,115
415,118
414,126
410,131
406,135
400,143
398,148
392,154
392,160
383,172
380,177
379,184
372,187
365,196
362,202
360,206
351,214
352,217
352,219
345,226
337,235
332,243
329,251
330,260
329,261
324,269
324,275
323,286
321,288
319,301
318,309
321,295
323,290
322,290
319,292
306,295
304,294
300,295
295,294
288,290
284,290
278,287
271,281
265,272
264,277
258,267
253,261
251,257
247,251
244,244
240,238
233,231
229,224
226,219
221,210
218,205
214,199
210,193
205,186
205,183
195,175
190,171
184,167
178,160
177,158
174,153
170,148
166,143
163,137
160,134
158,130
156,126
158,121
154,113
153,109
151,102
150,99
148,92
146,84
145,80
145,71
143,62
144,56
143,52
142,53
144,56
145,58
146,57
148,53
148,52
149,52
149,52
149,51
148,51
146,50
143,48
140,45
141,47
142,46
137,43
133,41
122,42
128,41
125,44
120,47
116,50
112,53
107,57
101,64
100,67
96,72
92,77
88,83
87,90
85,93
83,100
83,104
84,111
85,118
83,121
84,127
85,137
86,143
88,151
91,158
95,168
99,177
101,183
107,190
112,195
116,204
122,210
126,216
132,223
136,229
141,232
147,237
152,243
160,249
164,255
171,259
178,263
181,266
189,273
197,276
205,280
211,283
219,286
225,289
233,293
239,296
251,302
253,301
258,303
268,307
271,308
281,311
289,318
297,316
303,316
304,317
315,310
321,306
329,303
332,301
339,298
343,293
348,291
355,286
357,282
362,276
369,268
374,263
377,258
382,254
388,247
392,242
395,237
403,229
409,223
413,219
416,211
425,205
429,201
432,197
435,194
440,187
448,182
450,180
454,176
460,161
465,155
470,155
474,151
475,143
480,139
483,132
485,129
488,123
493,117
495,111
500,106
501,97
504,94
506,86
510,70
509,67
508,61
507,53
505,45
504,44
503,47
504,52
501,52
496,54
491,52
486,53
487,57
474,55
476,57
472,57
463,55
456,56
450,56
443,58
433,63
432,64
428,67
421,68
417,70
410,68
391,65
386,69
373,74
363,76
362,77
355,79
346,85
340,88
331,94
325,96
319,102
314,106
308,111
304,115
298,121
294,125
292,128
284,136
277,142
270,149
262,156
262,158
255,165
250,170
245,177
242,183
237,191
232,196
229,205
226,211
223,215
221,224
218,232
216,238
210,250
212,252
209,264
207,272
206,279
206,291
206,292
206,307
205,311
199,303
198,302
200,301
215,294
210,296
216,291
222,287
226,284
231,278
235,272
239,267
242,263
248,257
254,252
262,248
266,245
274,241
280,239
286,237
290,236
295,233
308,233
313,231
319,230
330,230
338,229
346,227
349,224
354,220
360,218
370,213
377,211
382,206
387,197
393,195
396,188
401,183
405,179
405,169
408,163
412,154
414,145
416,138
417,132
421,130
421,124
417,118
419,109
420,104
423,98
424,96
422,86
424,84
429,84
423,68
425,66
420,60
425,54
425,59
423,64
430,66
437,62
439,64
450,61
450,58
461,62
460,63
471,65
479,67
486,70
493,74
496,80
499,82
506,88
514,93
518,99
523,104
526,109
529,115
533,122
535,126
537,134
542,141
546,149
545,152
546,157
548,170
541,174
540,185
540,189
539,189
537,199
534,209
529,211
524,219
519,224
517,228
513,233
508,238
503,242
497,248
492,253
486,259
478,264
473,267
466,270
459,274
453,277
448,280
442,283
436,284
427,291
422,290
418,293
410,296
403,299
398,301
392,301
386,306
381,309
374,309
372,310
366,313
356,312
340,309
342,312
340,312
327,310
322,310
312,310
309,308
307,304
297,303
290,300
283,297
272,294
265,291
259,289
258,284
250,281
238,276
234,274
227,270
220,267
218,267
209,261
203,258
200,256
193,255
185,255
179,257
168,257
159,257
153,257
147,259
142,262
134,262
126,265
121,269
115,273
107,275
105,279
98,285
93,287
91,285
95,282
95,287
96,293
99,299
102,306
105,311
112,314
106,306
109,305
115,305
117,305
126,309
132,310
137,310
143,310
150,312
160,312
169,313
177,313
182,315
189,313
195,312
203,309
213,307
218,304
229,303
238,302
240,300
246,299
257,298
267,298
272,298
280,298
287,299
293,302
301,305
310,308
315,311
321,314
323,311
327,309
336,307
340,305
339,305
354,300
360,298
365,294
373,290
378,287
386,284
397,279
397,277
401,274
411,268
418,265
423,262
431,253
437,251
441,249
453,243
460,239
465,236
473,232
475,227
480,224
485,220
495,213
499,214
504,204
508,200
512,196
518,192
526,188
527,180
535,180
539,177
541,176
538,176
536,174
534,172
532,165
532,155
527,157
525,148
527,142
523,134
521,128
518,120
514,113
509,105
505,100
503,96
500,91
493,86
488,80
480,74
478,73
470,71
466,69
458,65
456,66
449,65
444,66
434,63
420,67
415,61
409,61
405,60
398,60
394,60
381,61
373,61
373,56
365,55
359,55
352,53
348,52
346,51
338,51
330,55
331,51
326,50
312,52
308,54
299,54
287,54
281,55
274,55
269,56
263,58
254,60
249,62
240,65
234,69
226,74
218,78
213,81
204,87
197,90
189,96
184,99
179,104
176,108
170,112
166,116
160,122
156,127
151,134
149,141
146,147
144,154
143,160
142,161
141,168
141,180
140,186
140,192
140,201
140,207
141,216
144,223
147,230
149,235
154,243
157,248
162,254
166,256
171,261
177,267
188,274
195,277
203,277
211,281
221,283
227,282
235,281
241,281
247,281
254,278
262,274
269,271
274,267
281,264
288,260
297,257
302,255
308,254
318,250
320,250
327,248
340,246
348,243
359,242
366,241
378,240
386,238
396,235
401,234
408,233
413,232
423,229
431,230
436,230
444,230
448,231
455,239
460,240
466,243
470,244
473,246
480,247
492,256
500,259
511,261
513,262
517,264
527,266
532,267
542,268
545,268
542,273
550,273
537,274
545,275
540,268
533,264
530,259
531,253
528,249
523,241
519,235
515,229
513,224
510,219
506,213
501,206
500,202
498,194
495,190
493,186
484,175
486,174
482,163
481,155
481,152
476,142
473,140
466,131
464,121
466,118
462,113
461,104
459,96
455,91
453,83
456,79
451,69
452,65
451,59
451,53
452,45
452,47
452,49
454,56
459,53
466,53
463,50
471,49
479,48
487,49
489,48
492,47
509,47
512,48
517,47
523,47
527,49
535,48
535,50
534,50
537,45
531,53
534,51
539,49
539,47
542,51
541,49
543,55
540,59
537,66
537,75
535,83
534,87
532,94
533,101
534,119
533,125
525,123
530,140
523,145
524,153
525,161
523,169
526,176
530,183
529,189
534,198
532,201
534,204
536,210
537,214
528,215
537,221
540,219
538,219
541,220
546,220
546,219
552,216
551,209
545,207
537,202
535,200
531,195
530,192
526,188
520,186
513,182
508,182
503,177
495,180
492,175
484,171
479,169
471,167
471,166
456,167
449,167
451,165
444,168
434,169
425,168
424,173
413,177
407,174
398,178
392,180
386,180
383,185
374,186
376,186
371,190
372,194
371,196
370,204
368,208
367,213
362,215
360,225
362,245
357,247
373,258
357,262
357,274
353,273
354,284
352,292
351,299
353,308
351,302
354,298
355,296
351,294
347,294
340,292
332,289
328,287
325,284
317,278
312,276
311,275
305,269
295,263
289,261
286,256
280,248
279,245
273,234
269,233
265,218
261,216
262,212
257,202
255,200
254,194
256,194
250,183
246,175
242,168
239,158
239,158
235,146
231,140
229,130
229,129
225,119
223,115
222,105
220,100
219,94
220,88
219,81
218,75
220,70
220,64
223,55
223,55
225,48
223,54
225,56
228,57
229,60
238,61
243,63
251,69
256,72
260,76
266,82
272,87
276,91
281,96
290,104
296,100
304,107
304,113
319,113
325,122
333,120
341,127
345,131
351,135
354,136
362,147
373,155
375,156
386,160
397,163
404,167
413,171
418,178
425,180
432,185
442,184
456,186
463,190
468,191
471,194
480,194
492,193
496,195
499,202
509,196
515,205
524,205
529,208
540,211
541,212
536,213
536,218
534,219
530,220
528,229
523,231
517,239
509,244
511,251
511,256
504,260
494,260
489,266
482,265
469,263
460,259
454,259
441,268
439,255
435,255
425,252
418,252
409,254
402,256
393,256
386,257
381,258
371,262
368,266
360,268
355,271
348,271
340,271
333,276
325,276
318,281
307,286
306,295
297,295
292,295
282,301
277,301
267,306
262,307
257,308
254,306
248,307
242,307
234,308
230,308
222,310
215,309
209,311
198,314
189,317
187,314
175,315
173,312
168,311
161,311
154,311
148,309
136,309
136,308
129,307
123,307
114,306
108,304
99,303
94,302
93,302
96,303
93,298
92,291
95,288
98,281
101,277
105,271
106,268
110,260
115,257
121,248
126,244
133,239
137,236
149,232
155,229
159,222
167,219
174,215
180,211
186,207
192,205
199,201
204,198
209,196
216,191
222,187
228,184
232,181
240,177
244,174
252,171
256,170
265,165
267,163
276,160
282,159
288,156
298,153
304,150
310,146
318,143
325,140
330,137
332,134
339,133
345,132
348,131
353,129
360,130
366,130
367,130
379,133
388,135
395,135
399,138
407,142
410,145
421,144
426,150
433,153
438,159
443,158
449,163
454,171
461,177
468,184
470,188
473,191
477,198
481,206
486,214
497,223
499,228
502,233
505,237
509,243
512,249
513,258
517,266
519,275
520,280
521,287
521,293
521,299
519,305
521,301
525,303
527,302
530,302
534,307
534,308
541,314
545,312
538,307
540,309
539,309
540,307
541,309
545,307
543,307
539,305
540,305
540,303
546,304
542,304
542,302
542,299
546,304
549,302
552,304
551,303
551,303
552,307
554,316
553,304
549,310
548,302
546,306
540,310
539,311
531,310
526,310
522,312
517,308
514,309
509,307
501,305
491,300
489,298
484,292
477,288
472,284
467,280
465,277
459,273
447,263
441,260
434,253
431,246
429,243
424,238
420,235
413,226
403,225
401,213
396,211
391,205
387,201
383,196
380,191
380,183
376,185
374,170
374,169
374,163
376,156
377,151
383,144
387,134
390,123
391,120
393,120
397,115
400,108
406,100
412,96
414,96
415,95
417,95
430,83
439,79
448,76
451,72
457,71
472,65
470,65
475,63
479,63
488,59
492,56
501,53
506,50
512,47
515,47
522,44
529,40
529,41
537,41
536,40
532,39
530,38
529,38
532,39
543,44
543,42
544,45
546,46
548,46
548,52
545,57
543,60
538,67
531,74
531,79
531,84
525,89
519,94
515,97
513,100
507,103
500,107
492,110
487,113
481,117
476,119
467,122
459,120
452,123
448,127
441,129
431,132
423,134
414,134
408,137
403,141
399,143
392,143
386,150
380,151
376,154
374,154
375,153
375,154
374,154
367,153
364,150
354,145
352,143
351,140
346,137
341,131
337,126
331,120
328,116
325,111
321,107
321,102
315,94
313,86
312,80
309,79
309,74
306,65
306,62
305,55
299,47
307,58
305,51
307,53
305,48
307,50
306,51
308,50
312,46
314,44
319,42
322,42
326,41
333,44
334,44
345,48
353,50
357,53
365,59
368,62
372,66
374,69
381,79
382,82
388,90
390,100
394,107
397,115
401,123
405,128
408,132
411,139
415,146
417,155
421,168
424,174
429,181
430,188
432,193
441,197
443,203
440,211
444,217
447,223
455,235
458,241
465,242
467,249
470,259
481,258
483,264
491,267
499,277
506,284
506,285
518,289
523,293
528,297
534,300
539,304
545,306
543,303
542,303
542,308
550,313
541,309
547,312
541,310
537,309
539,310
544,314
543,314
542,314
545,314
544,314
539,312
549,312
553,311
556,312
557,311
557,309
558,306
559,306
560,301
561,293
563,294
561,286
558,274
563,271
564,272
562,258
559,255
557,248
552,239
549,234
543,231
541,227
538,222
537,217
536,204
531,202
528,195
525,189
521,182
520,174
515,165
512,159
503,153
503,146
501,142
499,134
498,125
497,122
496,116
496,109
496,103
494,98
496,85
492,84
495,72
496,70
493,62
496,56
499,46
501,45
498,49
497,51
496,52
491,49
488,47
486,47
480,45
473,45
473,45
465,44
463,47
462,47
457,54
448,59
451,69
438,71
445,86
446,98
442,98
440,100
439,107
438,116
440,130
440,137
440,148
442,153
438,163
436,167
433,178
431,188
431,192
433,197
433,202
429,207
430,217
427,222
423,232
423,237
424,246
420,263
425,257
422,261
423,269
425,279
426,282
429,293
434,303
436,311
438,311
437,312
437,310
436,309
436,311
440,312
440,309
438,311
443,309
443,308
450,307
455,306
465,304
469,303
474,302
484,298
494,290
500,288
507,286
511,283
516,280
524,275
530,270
533,267
536,263
549,257
542,261
537,259
537,258
535,256
540,260
549,265
551,268
554,272
556,274
561,276
561,283
558,295
556,301
556,303
559,301
560,300
559,298
560,300
562,299
561,303
563,303
556,310
556,307
554,302
546,305
541,303
534,308
529,308
524,312
516,313
508,315
502,317
496,317
493,316
484,315
477,311
466,311
463,311
455,311
456,309
447,311
430,306
425,309
415,308
412,306
400,304
394,303
384,302
385,304
376,301
368,298
363,297
356,294
354,295
344,294
335,293
322,290
321,290
309,287
301,286
296,286
289,283
285,282
273,278
268,277
260,275
251,273
243,272
236,271
230,271
217,273
209,274
201,277
193,279
186,280
179,282
173,286
167,288
160,290
154,291
149,293
139,297
128,300
126,301
114,305
108,306
99,309
95,310
97,312
100,311
98,319
99,316
96,318
103,322
90,319
83,317
81,308
83,301
80,297
83,290
84,285
82,280
86,274
88,271
89,263
90,253
85,244
92,238
92,225
94,222
94,213
98,207
99,202
102,192
104,187
109,178
113,172
117,165
121,160
125,153
131,147
135,142
141,135
145,130
151,124
156,120
161,115
165,109
170,105
176,101
183,96
191,93
197,90
203,87
211,86
216,82
220,82
231,81
239,80
246,80
251,80
260,85
265,90
270,91
275,94
284,99
287,98
296,104
306,111
313,115
317,119
329,123
335,125
344,127
347,129
358,131
366,134
374,135
382,139
392,140
397,142
399,144
408,146
417,147
428,151
431,155
440,156
442,158
444,158
456,160
462,163
471,163
482,168
487,172
492,176
498,179
499,182
508,187
513,189
518,194
523,198
528,203
531,210
533,211
539,216
545,225
545,229
551,237
551,240
554,247
556,252
556,262
555,268
554,286
555,278
554,292
553,294
553,299
554,307
558,306
556,300
557,308
555,311
549,304
545,308
539,307
536,307
531,308
523,309
520,308
516,308
507,309
500,306
494,305
488,304
484,300
480,299
466,298
457,295
455,289
448,285
435,279
433,279
428,277
421,272
416,268
411,262
404,260
396,255
392,252
389,245
384,242
382,240
375,230
368,221
364,217
367,218
369,213
371,211
374,210
377,211
378,206
381,205
381,202
381,193
384,182
383,178
386,173
385,163
387,154
391,150
389,144
391,139
393,131
392,121
393,116
393,112
393,105
396,97
395,94
396,83
391,78
401,65
399,63
397,62
405,53
407,44
407,50
406,59
413,55
417,58
428,57
433,57
439,61
445,64
451,66
456,69
461,78
461,75
471,88
475,95
477,98
480,101
485,107
489,112
494,116
499,121
503,125
510,131
517,136
519,139
524,146
530,150
532,153
539,159
548,168
548,174
545,177
540,184
539,187
540,195
540,199
535,206
533,216
535,221
534,228
531,236
526,244
523,250
520,256
517,259
512,263
500,273
499,276
492,279
487,283
481,288
473,296
468,301
461,306
460,305
455,304
456,301
449,301
443,301
432,302
427,298
423,301
413,298
407,297
399,296
395,292
387,289
380,285
377,285
370,281
364,277
360,276
349,270
345,268
340,262
334,257
330,254
319,250
314,250
317,248
307,244
301,242
294,239
290,238
283,234
277,230
276,228
270,220
268,218
264,208
259,202
255,197
253,189
251,183
248,174
248,172
247,163
248,157
246,150
248,144
250,135
251,132
252,127
258,119
257,117
261,113
265,109
269,104
274,96
276,93
279,88
284,84
291,77
293,71
297,67
303,60
308,55
312,53
314,44
317,50
320,52
323,52
330,47
336,50
338,45
347,44
350,42
357,43
360,43
368,43
373,44
377,43
384,44
395,45
400,46
407,45
412,49
423,49
433,52
439,54
443,56
451,59
455,64
461,67
468,71
473,76
480,80
485,87
491,94
494,99
498,103
503,109
507,115
510,120
513,126
516,133
519,140
516,142
522,153
522,159
525,170
523,174
525,181
527,188
525,193
521,202
517,215
511,221
510,226
508,234
506,238
498,247
492,255
489,265
487,273
485,278
483,281
480,288
478,293
473,303
470,306
470,304
471,300
470,296
476,300
472,306
473,307
470,307
467,306
465,305
462,308
458,307
456,308
448,307
437,307
432,304
425,301
418,297
411,292
403,286
396,280
393,278
388,273
383,269
379,264
374,258
372,253
370,250
366,244
361,234
356,226
354,220
356,220
358,218
361,217
362,217
367,215
370,214
373,209
375,206
381,206
385,202
391,196
393,186
397,183
401,179
407,175
412,168
417,164
426,156
434,150
433,148
439,143
446,138
453,133
460,128
465,122
470,119
476,116
479,114
486,110
491,108
496,103
506,99
505,99
512,95
517,90
522,87
527,83
533,76
533,76
540,69
543,71
547,60
553,57
553,48
554,38
556,42
558,45
555,55
557,50
556,46
557,50
558,45
557,48
550,43
547,42
546,43
546,44
542,42
538,41
534,40
526,38
527,38
520,38
514,39
508,40
502,42
497,43
492,46
485,51
479,53
474,57
467,61
463,66
458,69
453,73
451,85
441,92
440,97
442,104
430,106
425,120
422,127
423,134
421,144
416,154
415,161
420,161
417,174
416,184
417,192
415,193
417,207
418,207
419,218
421,226
422,235
424,241
426,247
429,255
435,267
439,274
443,279
445,282
452,292
456,298
461,304
465,306
471,312
469,308
477,309
482,306
488,305
494,300
501,295
504,291
507,289
511,288
512,280
517,275
519,272
523,261
523,256
521,248
519,243
522,230
524,224
527,220
528,214
528,214
531,196
535,195
535,189
535,181
535,178
533,164
534,153
534,144
533,140
533,133
533,128
529,115
530,112
532,112
527,98
526,92
527,87
524,76
523,76
522,70
522,58
523,50
520,53
519,56
518,58
522,55
529,55
534,54
536,55
546,56
549,57
552,57
552,64
555,65
557,70
557,76
557,80
558,88
558,93
557,107
556,109
551,113
550,117
544,126
542,132
538,138
535,148
533,152
532,157
528,168
526,175
523,180
521,187
517,193
514,198
510,206
506,212
501,218
497,224
487,229
482,232
477,236
472,239
467,245
462,249
456,256
449,264
446,272
443,275
440,280
437,281
435,296
432,302
431,310
430,311
429,307
426,302
427,303
423,299
421,302
420,305
420,308
417,309
419,308
417,309
412,306
408,304
403,301
398,298
393,292
390,288
387,279
384,278
384,269
383,262
382,255
383,250
382,247
383,240
385,233
390,225
392,215
396,209
397,206
400,203
405,193
411,188
413,184
417,181
422,177
431,169
434,166
438,160
444,156
448,153
452,149
457,143
463,140
473,137
476,134
482,132
492,127
496,123
503,121
509,118
514,114
519,109
524,106
529,102
532,100
537,96
543,91
549,88
558,78
556,79
551,72
546,69
546,63
540,65
546,55
543,62
545,51
542,51
539,49
540,48
536,46
535,45
533,43
534,41
545,34
536,40
543,34
532,37
534,38
543,38
539,38
543,42
546,43
548,48
549,50
551,59
553,63
555,69
555,82
558,87
556,92
556,97
555,103
554,109
552,127
548,130
546,141
544,147
541,149
536,161
534,174
532,178
529,183
527,188
522,193
515,202
511,209
505,215
502,221
493,226
484,230
